,date_published,headline,publisher,description,category,keywords
333,2023-01-06T02:13:14Z,Emma Raducanu leaves court injured and in tears ahead of Australian Open,CNN,"Britain’s Emma Raducanu retired at 6-0 5-7 in her second-round match against Slovakian Viktoria Kuzmova at the WTA 250 Auckland Classic on Thursday after rolling her ankle, casting doubt on her participation at this month’s Australian Open.",sport,"auckland, australian open, brand safety-nsf health issues, brand safety-nsf sensitive, continents and regions, diseases and disorders, domestic alerts, domestic-health and science, grand slam tournaments, health and medical, iab-diseases and conditions, iab-injuries, iab-medical health, iab-sports, iab-tennis, international alerts, international-health and science, new zealand, oceania, professional tennis, sports and recreation, sports events, sports figures, tennis, tennis events, victoria azarenka, wounds and injuries"
334,2023-01-05T10:21:32Z,US Soccer star’s mom says she reported allegation against men’s national team head coach Gregg Berhalter,CNN,"United States Men’s National Team (USMNT) soccer player Gio Reyna’s mother, Danielle, said Wednesday she was the one who reported the 1991 incident between US Soccer men’s head coach Gregg Berhalter and his wife Rosalind.",sport,
335,2023-01-05T05:17:50Z,"Pope Francis leads funeral for predecessor Benedict XVI, a first in modern times",CNN,"Pope Francis paid tribute to his predecessor former Pope Benedict XVI Thursday, in a funeral attended by tens of thousands of mourners at St. Peter’s Square.",world,"belief, religion and spirituality, brand safety-nsf death, brand safety-nsf religion, brand safety-nsf sensitive, brand safety-nsf violence, catholics and catholicism, christianity, continents and regions, death and dying, destinations and attractions, domestic alerts, domestic-international news, europe, funerals, iab-bereavement, iab-christianity, iab-family and relationships, iab-funeral, iab-personal celebrations & life events, iab-religion & spirituality, john paul ii, misc people, misc places, papacy and the pope, points of interest, pope francis, religious groups, saint peter's square, society, southern europe, vatican"
336,2023-01-05T13:30:58Z,Speculation grows as to whether Naomi Osaka will play the Australian Open,CNN,The first tennis grand slam of the year is fast approaching and a host of the sport’s leading players are Down Under fine tuning their preparations for the Australian Open.,sport,
337,2023-01-05T12:38:38Z,FIFA president Gianni Infantino calls on fans to ‘shut up all the racists’ after abuse at Italian game,CNN,"FIFA president Gianni Infantino expressed his support for two Lecce players who were racially abused in an Italian Serie A match on Wednesday, calling upon fans to “shut up all the racists.”",sport,"brand safety-nsf discrimination, brand safety-nsf sensitive, discrimination, fifa, football (soccer), gianni infantino, iab-soccer, iab-sports, racism and racial discrimination, societal issues, society, sports and recreation, sports figures, sports organizations and teams"
338,2023-01-04T07:49:22Z,"Damar Hamlin shows ‘signs of improvement’ while still in ICU in critical condition, Bills say, after mid-game cardiac arrest",CNN,"After suffering a cardiac arrest mid-game on Monday, Buffalo Bills safety Damar Hamlin remains sedated on a ventilator as doctors work toward getting him to breathe on his own, according to an update from the player’s uncle.",sport,"brand safety-nsf health issues, brand safety-nsf sensitive, business and industry sectors, business, economy and trade, cardiovascular disease, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, health care, health care facilities, heart disease, hospitals, iab-american football, iab-business and finance, iab-diseases and conditions, iab-healthcare industry, iab-heart and cardiovascular diseases, iab-industries, iab-medical health, iab-sports, intensive care units, international alerts, international-health and science, levels of care (health), medical treatments and procedures, nfl, sports and recreation, sports figures, sports organizations and teams"
339,2023-01-05T12:24:25Z,Cincinnati Bengals quarterback Joe Burrow says team has ‘mixed’ feelings about playing next game,CNN,Cincinnati Bengals quarterback Joe Burrow says he “probably wants to play” his team’s next game but also understands that others don’t in the aftermath of Damar Hamlin’s collapse on Monday.,sport,"afc north, american football conference, brand safety-nsf health issues, brand safety-nsf sensitive, cardiovascular disease, cincinnati bengals, damar hamlin, diseases and disorders, domestic alerts, domestic-health and science, football (american), health and medical, heart disease, iab-american football, iab-diseases and conditions, iab-heart and cardiovascular diseases, iab-medical health, iab-sports, international alerts, international-health and science, nfl, sports and recreation, sports figures, sports organizations and teams"
340,2023-01-04T08:44:22Z,US Soccer announces investigation into men’s head coach Gregg Berhalter as he releases statement on 1991 domestic violence incident,CNN,"US Soccer has launched an investigation into men’s national team head coach Gregg Berhalter, the organization announced Tuesday, as the coach released a statement addressing a previous domestic violence incident between himself and his now-wife.",sport,"2022 fifa world cup, brand safety-nsf crime, brand safety-nsf sensitive, brand safety-nsf violence, coaches and trainers, continents and regions, crime, law enforcement and corrections, crimes against persons, criminal offenses, domestic alerts, domestic violence, domestic-us news, fifa, fifa world cup, football (soccer), gregg berhalter, iab-crime, iab-soccer, iab-sports, international alerts, international-us news, investigations, north america, soccer events, societal issues, society, sports and recreation, sports events, sports figures, sports organizations and teams, the americas, united states, united states soccer federation, violence in society"
341,2023-01-05T10:58:14Z,Mikaela Shiffrin is one win away from Lindsey Vonn’s record after 81st World Cup victory,CNN,"American skiing star Mikaela Shiffrin is one win away from equaling Lindsey Vonn’s record of 82 World Cup wins after taking victory in the slalom competition in Zagreb, Croatia, on Wednesday.",sport,
342,2023-01-05T12:42:00Z,Amnesty International asks Cristiano Ronaldo to ‘draw attention to human rights issues’ in Saudi Arabia,CNN,Amnesty International said Wednesday that soccer superstar Cristiano Ronaldo should highlight human rights issues in Saudi Arabia during his time playing at Al Nassr.,sport,"amnesty international, continents and regions, cristiano ronaldo, domestic alerts, domestic-international news, human rights, iab-business and finance, iab-industries, iab-non-profit organizations, iab-politics, international relations and national security, middle east, middle east and north africa, non-profit and ngo organizations, saudi arabia, sports figures"
